,epoch_s,id,original,reconstruct,transfer,blue,transfer_acc,domain_acc,geo_mean,epoch
2,2,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
3,2,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i should stand in her way
","and I am a man of unanswered so why i should stand in her way
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
4,2,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i should stand in her way
","and I am a man of unanswered so why i should stand in her way
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
5,2,5,every inch of your skin is a holy gray I have got to find,"every hundred of your coffee is a thick king I have got to find
","every slick of your skin is a def mc I have got to find
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
6,2,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it back it for
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
7,2,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am it and i do not want to play em
","baby I am baby I am it and i do not want to play em
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
8,2,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the jungle ill be there
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
9,2,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i should stand in her way
","and I am a man of unanswered so why i should stand in her way
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
10,2,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my breath on my scenes
","but i can not help it that i can not take my eyes on the other
",0.5461607142857142,0.5304892857142857,0.9981428571428573,0.5358837154330528,2
0,3,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she walks her mind this is the first place she will go
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
1,3,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
2,3,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars like but they are not <unk>
","oh her eyes her eyes make the stars like where they not not <unk>
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
3,3,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i should stand in her way
","and I am a man of sweeter so why i must show in her way
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
4,3,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i should stand in her way
","and I am a man of sweeter so why i must show in her way
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
5,3,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a thick verses I have got to find
","every slick of your skin is a def mc I have got to find
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
6,3,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
7,3,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am time and i do not want to play me
","baby I am baby I am hurt and i do not want to play me
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
8,3,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
9,3,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i should stand in her way
","and I am a man of sweeter so why i must show in her way
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
10,3,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on my fool
","but i can not help it that i can not take my kids on the weekend
",0.7041724137931034,0.4522344827586207,0.9966310344827585,0.5638099133707659,3
0,4,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
1,4,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
2,4,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look in they are not <unk>
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
3,4,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i want it in her way
","and I am a man of luxury so why we want it in her way
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
4,4,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i want it in her way
","and I am a man of luxury so why we want it in her way
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
5,4,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a <unk> mc I have got to find
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
6,4,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
7,4,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play
","baby I am baby I am hurt and i do not want to play
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
8,4,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars of the sky ill be there
","and i swear by the moon and the stars of the sky ill be there
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
9,4,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i want it in her way
","and I am a man of luxury so why we want it in her way
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
10,4,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my kids out of you
",0.7722571428571429,0.4052642857142857,0.9947464285714285,0.5593205133906797,4
0,5,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
1,5,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
2,5,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
3,5,3,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why we will show in her way
","and I am a man of luxury so why should i show in her way
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
4,5,4,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why we will show in her way
","and I am a man of luxury so why should i show in her way
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
5,5,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a 5 name I have got to find
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
6,5,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
7,5,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play em
","baby I am baby I am hurt and i do not want to play em
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
8,5,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
9,5,9,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why we will show in her way
","and I am a man of luxury so why should i show in her way
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
10,5,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8092035714285714,0.37693571428571426,0.9925785714285713,0.5522336096993511,5
0,6,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
1,6,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
2,6,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
3,6,3,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why i will show in her way
","and I am a man of luxury so why i want it in her way
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
4,6,4,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why i will show in her way
","and I am a man of luxury so why i want it in her way
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
5,6,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a 5 wife i have got to find
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
6,6,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
7,6,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
8,6,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
9,6,9,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why i will show in her way
","and I am a man of luxury so why i want it in her way
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
10,6,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes by my way
","but i can not help it that i can not take my eyes off of you
",0.8338068965517241,0.36038620689655165,0.990896551724138,0.548144106374192,6
0,7,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
1,7,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
2,7,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
3,7,3,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why i will show in her way
","and I am a man of missionary so why i will show in her way
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
4,7,4,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why i will show in her way
","and I am a man of missionary so why i will show in her way
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
5,7,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a 5 name I have got to find
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
6,7,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
7,7,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
8,7,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
9,7,9,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why i will show in her way
","and I am a man of missionary so why i will show in her way
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
10,7,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take your eyes off of you
","but i can not help it that i can not take your kids on the weekend
",0.8504607142857141,0.3502464285714285,0.9904035714285715,0.5457597216040857,7
0,8,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
1,8,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
2,8,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
3,8,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i will show in her way
","and I am a man of luxury so why should i stand in her way
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
4,8,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i will show in her way
","and I am a man of luxury so why should i stand in her way
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
5,8,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a 5 name I have got to find
","every inch of your skin is a 5 name I have got to find
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
6,8,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
7,8,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
8,8,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill the there
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
9,8,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i will show in her way
","and I am a man of luxury so why should i stand in her way
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
10,8,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off the anymore
","but i can not help it that i can not take my eyes off the anymore
",0.8607428571428571,0.3437392857142858,0.9899678571428571,0.5439237267451597,8
0,9,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
1,9,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
2,9,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
3,9,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
4,9,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
5,9,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a holy name I have got to find
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
6,9,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
7,9,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
8,9,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
9,9,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
10,9,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.869793103448276,0.33707586206896545,0.9894827586206897,0.5414619301130631,9
0,10,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
1,10,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
2,10,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
3,10,3,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
4,10,4,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
5,10,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy wife I have got to find
","every inch of your skin is a holy wife I have got to find
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
6,10,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
7,10,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
8,10,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
9,10,9,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
10,10,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8763857142857142,0.3337642857142857,0.9890964285714284,0.5408343220011356,10
0,11,0,if she changes her mind this is the first place she will go,"if she moves her mind the moment a first place she will go
","if she moved her clothes that is the ass place she will go
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
1,11,1,i never thought that you would be the one to hold my heart,"i never thought that you would be a story to hold my heart
","i never thought that they he be a money to pull my clothes
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
2,11,2,oh her eyes her eyes make the stars look like they are not shinin,"oh little eyes sun eyes make the stars look to maybe are just fair
","oh little eyes up eyes make the clothes look like they are <unk>
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
3,11,3,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should rap in school chest
","and I am a love of to but why should would in every living moment
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
4,11,4,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should rap in school chest
","and I am a love of to but why should would in every living moment
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
5,11,5,every inch of your skin is a holy gray I have got to find,"every month of your water are a tough he I got into to find
","every remorse of your fat is a tough he I got to rap about
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
6,11,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it pon for it
","then I am able to wait for it wait for it ass is
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
7,11,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and if not make anything from sea
","baby I am baby I am colors and if do not want to boogie niggaz
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
8,11,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in her era <unk> really
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
9,11,9,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should rap in school chest
","and I am a love of to but why should would in every living moment
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
10,11,10,but i can not help it that i can not take my eyes off of you,"but i can not continue what that i can not take my eyes sleeping of you
","but i can not help it that i tell not take on yo later you boogie
",0.17856785714285714,0.9729607142857144,0.9845107142857144,0.39787244030102537,11
0,12,0,if she changes her mind this is the first place she will go,"if found getting her mind this is the first heart will will go
","if bo sittin her mind this is the first year she will go
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
1,12,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i answers thought that you would be the plug had nine my fact
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
2,12,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make over fighting look just can find only wasted
","oh her eyes microphone eyes make the slip look like they are michael <unk>
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
3,12,3,and I am a man of expanding so why should i stand in her way,"and yes was a man of dre so why i think it into the way
","and I am a man of awhile but why i should love into own way
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
4,12,4,and I am a man of expanding so why should i stand in her way,"and yes was a man of dre so why i think it into the way
","and I am a man of awhile but why i should love into own way
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
5,12,5,every inch of your skin is a holy gray I have got to find,"every darling of your skin are a wasted yuh I have got to find
","every drinkin of your skin was a everlasting closet fan have got to find
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
6,12,6,then I am willing to wait for it wait for it wait for it,"ooh I am willing to wait for it wait to it just for it
","then I am tear to wait for it wait to it wait that it
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
7,12,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to find you
","baby I am sweat I am hurt and i do not want to play niggaz
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
8,12,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the ring sunshine wed there
","and i swear by the boy and the stars in the bronx ill be there
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
9,12,9,and I am a man of expanding so why should i stand in her way,"and yes was a man of dre so why i think it into the way
","and I am a man of awhile but why i should love into own way
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
10,12,10,but i can not help it that i can not take my eyes off of you,"but i can not lovin it til i can not take my wasted in of you
","but i can not help it that i can not take my rap out you crew
",0.31316896551724144,0.9627448275862067,0.9942241379310345,0.5479073591774927,12
0,13,0,if she changes her mind this is the first place she will go,"if she kills me mind this is the first place she will go
","if she takin me mind this is the first boogie she start go
",0.3521964285714286,0.9570714285714285,0.9952892857142858,0.5801398847316409,13
